fid,codigo,clasificacion_tipo,fecha_inicio,fecha_radicacion,resolucion
4430,683070000000000060802800000669,Mutacion_Quinta_Clase,26/04/2014,27/04/2014,20144-0001
4431,683070000000000060802800000670,Mutacion_Quinta_Clase,30/10/1984,31/10/1984,198410-0002
4432,683070000000000060802800000671,Mutacion_Quinta_Clase,30/07/2012,31/07/2012,20127-0002
4433,683070000000000060802800000672,Mutacion_Quinta_Clase,29/02/2016,01/03/2016,20162-0001
4434,683070000000000060802800000674,Mutacion_Quinta_Clase,09/03/1988,10/03/1988,19883-0001
4435,683070000000000060802800000675,Mutacion_Quinta_Clase,21/10/1993,22/10/1993,199310-0002
4436,683070000000000060802800000676,Mutacion_Quinta_Clase,07/06/1994,08/06/1994,19946-0002
4437,683070000000000060802800000677,Mutacion_Quinta_Clase,15/10/2011,16/10/2011,201110-0001
4438,683070000000000060802800000678,Mutacion_Quinta_Clase,27/08/1990,28/08/1990,19908-0001
4439,683070000000000060802800000679,Mutacion_Quinta_Clase,12/04/2020,13/04/2020,20204-0002
4440,683070000000000060802800000680,Mutacion_Quinta_Clase,29/08/2017,30/08/2017,20178-0002
4441,683070000000000060802800000681,Mutacion_Quinta_Clase,04/12/1982,05/12/1982,198212-0001
4442,683070000000000060802800000682,Mutacion_Quinta_Clase,09/04/2018,10/04/2018,20184-0001
4443,683070000000000060802800000683,Mutacion_Quinta_Clase,28/03/1995,29/03/1995,19953-0002
4444,683070000000000060802800000684,Mutacion_Quinta_Clase,07/11/2015,08/11/2015,201511-0002
4445,683070000000000060802800000685,Mutacion_Quinta_Clase,01/02/1994,02/02/1994,19942-0001
4446,683070000000000060802800000754,Mutacion_Quinta_Clase,03/10/1993,04/10/1993,199310-0001
4447,683070000000000120146000000000,Mutacion_Quinta_Clase,17/09/1982,18/09/1982,19829-0002
4448,683070000000000060802800000686,Mutacion_Quinta_Clase,19/09/1989,20/09/1989,19899-0002
4449,683070000000000060802800000687,Mutacion_Quinta_Clase,07/03/2020,08/03/2020,20203-0001
4450,683070000000000060802800000688,Mutacion_Quinta_Clase,29/09/2007,30/09/2007,20079-0001
4451,683070000000000060802800000689,Mutacion_Quinta_Clase,04/11/1999,05/11/1999,199911-0002
4452,683070000000000060802800000690,Mutacion_Quinta_Clase,02/03/1980,03/03/1980,19803-0002
4453,683070000000000060802800000691,Mutacion_Quinta_Clase,15/10/2014,16/10/2014,201410-0001
4454,683070000000000060802800000692,Mutacion_Quinta_Clase,29/08/1985,30/08/1985,19858-0001
4455,683070000000000060802800000693,Mutacion_Quinta_Clase,02/06/1993,03/06/1993,19936-0002
4456,683070000000000060802800000714,Mutacion_Quinta_Clase,15/01/2019,16/01/2019,20191-0002
4457,683070000000000060802800000694,Mutacion_Quinta_Clase,11/02/2019,12/02/2019,20192-0001
4458,683070000000000060802800000695,Mutacion_Quinta_Clase,16/05/2011,17/05/2011,20115-0001
4459,683070000000000060802800000696,Mutacion_Quinta_Clase,28/08/2000,29/08/2000,20008-0002
4460,683070000000000060802800000697,Mutacion_Quinta_Clase,09/04/1997,10/04/1997,19974-0002
4461,683070000000000060802800000698,Mutacion_Quinta_Clase,21/12/1983,22/12/1983,198312-0001
4462,683070000000000060802800000699,Mutacion_Quinta_Clase,20/03/2013,21/03/2013,20133-0001
4463,683070000000000060802800000700,Mutacion_Quinta_Clase,23/08/2020,24/08/2020,20208-0002
4464,683070000000000060802800000701,Mutacion_Quinta_Clase,17/06/2012,18/06/2012,20126-0002
4465,683070000000000060802800000702,Mutacion_Quinta_Clase,24/03/2012,25/03/2012,20123-0001
4466,683070000000000060802800000703,Mutacion_Quinta_Clase,05/06/2004,06/06/2004,20046-0001
4467,683070000000000060802800000704,Mutacion_Quinta_Clase,18/01/1995,19/01/1995,19951-0002
4468,683070000000000060802800000705,Mutacion_Quinta_Clase,08/05/1983,09/05/1983,19835-0002
4469,683070000000000060802800000706,Mutacion_Quinta_Clase,30/10/1994,31/10/1994,199410-0001
4470,683070000000000060802800000722,Mutacion_Quinta_Clase,03/05/1983,04/05/1983,19835-0001
4471,683070000000000060802800000723,Mutacion_Quinta_Clase,17/01/2012,18/01/2012,20121-0002
4472,683070000000000060802800000724,Mutacion_Quinta_Clase,15/07/2017,16/07/2017,20177-0002
4473,683070000000000060802800000725,Mutacion_Quinta_Clase,05/06/1991,06/06/1991,19916-0001
4474,683070000000000060802800000707,Mutacion_Quinta_Clase,06/12/2012,07/12/2012,201212-0001
4475,683070000000000060802800000708,Mutacion_Quinta_Clase,20/07/1996,21/07/1996,19967-0002
4476,683070000000000060802800000715,Mutacion_Quinta_Clase,10/06/2004,11/06/2004,20046-0002
4477,683070000000000060802800000716,Mutacion_Quinta_Clase,03/07/2011,04/07/2011,20117-0001
4478,683070000000000060802800000717,Mutacion_Quinta_Clase,12/04/1994,13/04/1994,19944-0001
4479,683070000000000060802800000709,Mutacion_Quinta_Clase,29/07/1991,30/07/1991,19917-0002
4480,683070000000000060802800000710,Mutacion_Quinta_Clase,07/11/2008,08/11/2008,200811-0002
4481,683070000000000060802800000711,Mutacion_Quinta_Clase,26/11/2018,27/11/2018,201811-0001
4482,683070000000000060802800000712,Mutacion_Quinta_Clase,27/09/2014,28/09/2014,20149-0001
4483,683070000000000060802800000713,Mutacion_Quinta_Clase,05/06/1990,06/06/1990,19906-0002
4484,683070000000000120137000000000,Mutacion_Quinta_Clase,28/10/1990,29/10/1990,199010-0002
4485,683070000000000060802800000718,Mutacion_Quinta_Clase,08/02/2014,09/02/2014,20142-0001
4486,683070000000000060802800000719,Mutacion_Quinta_Clase,01/03/1983,02/03/1983,19833-0001
4487,683070000000000060802800000720,Mutacion_Quinta_Clase,15/12/2010,16/12/2010,201012-0002
4488,683070000000000060802800000721,Mutacion_Quinta_Clase,04/01/1995,05/01/1995,19951-0002
4489,683070000000000060802800000726,Mutacion_Quinta_Clase,16/09/1996,17/09/1996,19969-0001
4490,683070000000000060802800000755,Mutacion_Quinta_Clase,30/12/1995,31/12/1995,199512-0001
4491,683070000000000060802800000727,Mutacion_Quinta_Clase,12/06/1990,13/06/1990,19906-0002
4492,683070000000000060802800000728,Mutacion_Quinta_Clase,06/09/1993,07/09/1993,19939-0002
4493,683070000000000060802800000729,Mutacion_Quinta_Clase,07/08/2009,08/08/2009,20098-0001
4494,683070000000000060802800000730,Mutacion_Quinta_Clase,17/10/1990,18/10/1990,199010-0001
4495,683070000000000060802800000731,Mutacion_Quinta_Clase,21/12/2011,22/12/2011,201112-0002
4496,683070000000000060802800000732,Mutacion_Quinta_Clase,27/11/1985,28/11/1985,198511-0002
4497,683070000000000060802800000733,Mutacion_Quinta_Clase,12/01/1992,13/01/1992,19921-0001
4498,683070000000000060802800000734,Mutacion_Quinta_Clase,24/12/1995,25/12/1995,199512-0001
4499,683070000000000060802800000735,Mutacion_Quinta_Clase,03/04/2019,04/04/2019,20194-0002
4500,683070000000000060802800000752,Mutacion_Quinta_Clase,25/07/1992,26/07/1992,19927-0002
4501,683070000000000060802800000736,Mutacion_Quinta_Clase,11/12/2000,12/12/2000,200012-0001
4502,683070000000000060802800000737,Mutacion_Quinta_Clase,16/02/1998,17/02/1998,19982-0001
4503,683070000000000060802800000738,Mutacion_Quinta_Clase,19/12/2002,20/12/2002,200212-0002
4504,683070000000000060802800000739,Mutacion_Quinta_Clase,27/10/2018,28/10/2018,201810-0002
4505,683070000000000060802800000740,Mutacion_Quinta_Clase,19/03/1983,20/03/1983,19833-0001
4506,683070000000000060802800000741,Mutacion_Quinta_Clase,27/08/1993,28/08/1993,19938-0001
4507,683070000000000060802800000742,Mutacion_Quinta_Clase,26/07/2004,27/07/2004,20047-0002
4508,683070000000000060802800000743,Mutacion_Quinta_Clase,15/10/1983,16/10/1983,198310-0002
4509,683070000000000060802800000744,Mutacion_Quinta_Clase,27/03/2001,28/03/2001,20013-0001
4510,683070000000000060802800000745,Mutacion_Quinta_Clase,10/03/2007,11/03/2007,20073-0001
4511,683070000000000060802800000746,Mutacion_Quinta_Clase,01/08/2013,02/08/2013,20138-0002
4512,683070000000000060802800000747,Mutacion_Quinta_Clase,28/01/1999,29/01/1999,19991-0002
4513,683070000000000060802800000748,Mutacion_Quinta_Clase,22/08/1987,23/08/1987,19878-0001
4514,683070000000000060802800000749,Mutacion_Quinta_Clase,16/06/2009,17/06/2009,20096-0001
4515,683070000000000060802800000750,Mutacion_Quinta_Clase,06/10/1994,07/10/1994,199410-0002
4516,683070000000000060802800000751,Mutacion_Quinta_Clase,09/11/2009,10/11/2009,200911-0002
4517,683070000000000060802800000756,Mutacion_Quinta_Clase,20/10/1999,21/10/1999,199910-0001
4518,683070000000000060802800000757,Mutacion_Quinta_Clase,06/06/2018,07/06/2018,20186-0001
4519,683070000000000060802800000758,Mutacion_Quinta_Clase,04/04/2007,05/04/2007,20074-0002
4520,683070000000000060802800000759,Rectificaciones,11/05/2019,12/05/2019,20195-0002
4521,683070000000000060802800000760,Rectificaciones,05/04/1995,06/04/1995,19954-0001
4522,683070000000000060802800000761,Rectificaciones,05/04/2003,06/04/2003,20034-0001
4523,683070000000000060802800000787,Rectificaciones,19/03/2002,20/03/2002,20023-0002
4524,683070000000000060802800000786,Rectificaciones,28/04/2012,29/04/2012,20124-0002
4525,683070000000000060802800000785,Rectificaciones,29/10/1993,30/10/1993,199310-0001
4526,683070000000000060802800000784,Rectificaciones,16/06/1988,17/06/1988,19886-0001
4527,683070000000000060802800000762,Rectificaciones,23/12/1988,24/12/1988,198812-0002
4528,683070000000000060802800000783,Rectificaciones,24/02/2007,25/02/2007,20072-0002
4529,683070000000000060802800000782,Rectificaciones,25/04/1999,26/04/1999,19994-0001
4530,683070000000000060802800000763,Rectificaciones,10/10/1999,11/10/1999,199910-0001
4531,683070000000000060802800000781,Rectificaciones,05/11/2011,06/11/2011,201111-0002
4532,683070000000000060802800000764,Rectificaciones,15/05/1989,16/05/1989,19895-0002
4533,683070000000000060802800000780,Rectificaciones,23/07/1984,24/07/1984,19847-0001
4534,683070000000000060802800000765,Rectificaciones,02/07/2000,03/07/2000,20007-0001
4535,683070000000000060802800000779,Rectificaciones,24/12/2001,25/12/2001,200112-0002
4536,683070000000000060802800000766,Rectificaciones,18/03/1984,19/03/1984,19843-0002
4537,683070000000000060802800000778,Rectificaciones,23/08/2011,24/08/2011,20118-0001
4538,683070000000000060802800000767,Rectificaciones,20/12/2009,21/12/2009,200912-0001
4539,683070000000000060802800000777,Rectificaciones,08/09/2008,09/09/2008,20089-0002
4540,683070000000000060802800000768,Rectificaciones,25/09/2019,26/09/2019,20199-0002
4541,683070000000000060802800000776,Rectificaciones,04/05/1990,05/05/1990,19905-0001
4542,683070000000000060802800000769,Rectificaciones,12/09/2010,13/09/2010,20109-0001
4543,683070000000000060802800000775,Rectificaciones,04/06/2003,05/06/2003,20036-0002
4544,683070000000000060802800000770,Rectificaciones,25/06/2019,26/06/2019,20196-0002
4545,683070000000000060802800000771,Rectificaciones,21/09/1995,22/09/1995,19959-0001
4546,683070000000000060802800000772,Rectificaciones,23/10/2018,24/10/2018,201810-0001
4547,683070000000000060802800000773,Rectificaciones,15/09/2006,16/09/2006,20069-0002
4548,683070000000000060802800000774,Rectificaciones,12/09/1992,13/09/1992,19929-0002
4549,683070000000000060802800000788,Rectificaciones,22/03/2003,23/03/2003,20033-0001
4550,683070000000000060802800000789,Rectificaciones,26/12/2015,27/12/2015,201512-0001
4551,683070000000000060802800000790,Rectificaciones,01/07/1991,02/07/1991,19917-0002
4552,683070000000000060802800000791,Rectificaciones,27/07/2003,28/07/2003,20037-0002
4553,683070000000000060802800000792,Rectificaciones,21/05/2020,22/05/2020,20205-0001
4554,683070000000000060802800000793,Rectificaciones,18/09/2004,19/09/2004,20049-0001
4555,683070000000000060802800000794,Rectificaciones,12/05/1989,13/05/1989,19895-0002
4556,683070000000000060802800000795,Rectificaciones,20/05/1985,21/05/1985,19855-0002
4557,683070000000000060802800000796,Rectificaciones,04/07/1998,05/07/1998,19987-0001
4558,683070000000000060802800000797,Rectificaciones,09/08/1995,10/08/1995,19958-0001
4559,683070000000000060802800000798,Rectificaciones,12/12/2004,13/12/2004,200412-0002
4560,683070000000000060802800000799,Rectificaciones,22/04/2005,23/04/2005,20054-0002
4561,683070000000000060802800000800,Rectificaciones,10/02/2006,11/02/2006,20062-0001
4562,683070000000000060802800000801,Rectificaciones,07/12/2005,08/12/2005,200512-0001
4563,683070000000000060802800000815,Rectificaciones,08/07/2003,09/07/2003,20037-0002
4564,683070000000000060802800000814,Rectificaciones,20/09/2016,21/09/2016,20169-0002
4565,683070000000000060802800000813,Rectificaciones,28/11/2006,29/11/2006,200611-0001
4566,683070000000000060802800000812,Rectificaciones,13/07/2008,14/07/2008,20087-0001
4567,683070000000000060802800000811,Rectificaciones,26/01/1992,27/01/1992,19921-0002
4568,683070000000000060802800000810,Rectificaciones,23/11/1997,24/11/1997,199711-0002
4569,683070000000000060802800000809,Rectificaciones,04/11/1994,05/11/1994,199411-0001
4570,683070000000000060802800000808,Rectificaciones,01/10/1989,02/10/1989,198910-0001
4571,683070000000000060802800000807,Rectificaciones,29/08/1999,30/08/1999,19998-0002
4572,683070000000000060802800000806,Rectificaciones,03/11/2016,04/11/2016,201611-0002
4573,683070000000000060802800000805,Rectificaciones,13/03/1994,14/03/1994,19943-0001
4574,683070000000000060802800000804,Rectificaciones,23/09/2009,24/09/2009,20099-0001
4575,683070000000000060802800000803,Rectificaciones,07/08/2004,08/08/2004,20048-0002
4576,683070000000000060802800000802,Rectificaciones,16/06/1984,17/06/1984,19846-0002
4577,683070000000000060802800000816,Rectificaciones,26/01/2017,27/01/2017,20171-0001
4578,683070000000000060802800000817,Rectificaciones,10/10/2004,11/10/2004,200410-0001
4579,683070000000000060802800000818,Rectificaciones,26/10/2003,27/10/2003,200310-0002
4580,683070000000000060802800000819,Rectificaciones,08/12/2019,09/12/2019,201912-0002
4581,683070000000000060802800000820,Rectificaciones,17/07/2018,18/07/2018,20187-0001
4582,683070000000000060802800000821,Rectificaciones,14/01/2017,15/01/2017,20171-0001
4583,683070000000000060802800000822,Rectificaciones,21/02/1994,22/02/1994,19942-0002
4584,683070000000000060802800000823,Rectificaciones,07/03/2000,08/03/2000,20003-0002
4585,683070000000000060802800000824,Rectificaciones,20/12/2004,21/12/2004,200412-0001
4586,683070000000000060802800000825,Rectificaciones,04/05/2004,05/05/2004,20045-0001
4587,683070000000000060802800000826,Rectificaciones,01/03/2014,02/03/2014,20143-0002
4588,683070000000000060802800000827,Rectificaciones,22/12/1992,23/12/1992,199212-0002
4589,683070000000000060802800000828,Rectificaciones,12/04/1989,13/04/1989,19894-0001
4590,683070000000000060802800000829,Rectificaciones,14/11/2001,15/11/2001,200111-0001
4591,683070000000000060802800000830,Rectificaciones,12/04/1985,13/04/1985,19854-0002
4592,683070000000000060802800000831,Rectificaciones,27/02/2018,28/02/2018,20182-0002
4593,683070000000000060802800000832,Rectificaciones,12/08/1986,13/08/1986,19868-0001
4594,683070000000000060802800000833,Rectificaciones,20/10/1982,21/10/1982,198210-0001
4595,683070000000000060802800000834,Rectificaciones,16/06/2003,17/06/2003,20036-0002
4596,683070000000000060802800000835,Rectificaciones,17/01/1984,18/01/1984,19841-0002
4597,683070000000000060802800000836,Rectificaciones,08/08/2008,09/08/2008,20088-0001
4598,683070000000000060802800000837,Rectificaciones,20/02/1998,21/02/1998,19982-0001
4599,683070000000000060802800000840,Rectificaciones,22/08/1991,23/08/1991,19918-0002
4600,683070000000000060802800000839,Rectificaciones,06/09/1990,07/09/1990,19909-0002
4601,683070000000000060802800000838,Rectificaciones,29/10/2002,30/10/2002,200210-0001
4602,683070000000000060802800000848,Rectificaciones,30/08/2013,31/08/2013,20138-0001
4603,683070000000000060802800000847,Rectificaciones,04/12/1992,05/12/1992,199212-0002
4604,683070000000000060802800000846,Rectificaciones,15/07/1983,16/07/1983,19837-0002
4605,683070000000000060802800000845,Rectificaciones,08/06/1997,09/06/1997,19976-0001
4606,683070000000000060802800000844,Rectificaciones,02/11/1990,03/11/1990,199011-0001
4607,683070000000000060802800000843,Rectificaciones,09/05/2020,10/05/2020,20205-0002
4608,683070000000000060802800000842,Rectificaciones,17/10/1987,18/10/1987,198710-0002
4609,683070000000000060802800000841,Rectificaciones,26/10/2014,27/10/2014,201410-0001
4610,683070000000000060802800000854,Rectificaciones,19/09/1984,20/09/1984,19849-0001
4611,683070000000000060802800000853,Rectificaciones,11/03/2002,12/03/2002,20023-0002
4612,683070000000000060802800000852,Rectificaciones,13/10/2020,14/10/2020,202010-0002
4613,683070000000000060802800000851,Rectificaciones,23/11/1993,24/11/1993,199311-0001
4614,683070000000000060802800000850,Rectificaciones,25/08/2011,26/08/2011,20118-0001
4615,683070000000000060802800000849,Rectificaciones,19/08/1997,20/08/1997,19978-0002
4616,683070000000000060802800000871,Rectificaciones,12/07/2015,13/07/2015,20157-0002
4617,683070000000000060802800000855,Rectificaciones,26/03/2020,27/03/2020,20203-0001
4618,683070000000000060802800000870,Rectificaciones,17/03/1986,18/03/1986,19863-0001
4619,683070000000000060802800000856,Rectificaciones,07/05/1982,08/05/1982,19825-0002
4620,683070000000000060802800000869,Rectificaciones,04/05/2018,05/05/2018,20185-0002
4621,683070000000000060802800000857,Rectificaciones,25/10/1987,26/10/1987,198710-0001
4622,683070000000000060802800000868,Rectificaciones,24/03/2010,25/03/2010,20103-0001
4623,683070000000000060802800000858,Rectificaciones,07/08/2004,08/08/2004,20048-0002
4624,683070000000000060802800000867,Rectificaciones,03/12/2020,04/12/2020,202012-0002
4625,683070000000000060802800000859,Rectificaciones,23/06/1983,24/06/1983,19836-0001
4626,683070000000000060802800000866,Rectificaciones,18/10/1989,19/10/1989,198910-0001
4627,683070000000000060802800000860,Rectificaciones,11/05/1999,12/05/1999,19995-0002
4628,683070000000000060802800000865,Rectificaciones,12/12/2011,13/12/2011,201112-0002
4629,683070000000000060802800000861,Rectificaciones,22/03/1992,23/03/1992,19923-0001
4630,683070000000000060802800000864,Rectificaciones,15/12/1999,16/12/1999,199912-0001
4631,683070000000000060802800000862,Rectificaciones,29/09/1983,30/09/1983,19839-0002
4632,683070000000000060802800000863,Rectificaciones,02/12/1998,03/12/1998,199812-0002
4633,683070000000000060802800000878,Rectificaciones,08/08/2012,09/08/2012,20128-0001
4634,683070000000000060802800000872,Rectificaciones,29/09/2015,30/09/2015,20159-0001
4635,683070000000000060802800000873,Rectificaciones,17/05/1996,18/05/1996,19965-0002
4636,683070000000000060802800000877,Rectificaciones,17/11/2004,18/11/2004,200411-0002
4637,683070000000000060802800000874,Rectificaciones,16/07/2005,17/07/2005,20057-0001
4638,683070000000000060802800000876,Rectificaciones,26/10/1991,27/10/1991,199110-0001
4639,683070000000000060802800000875,Rectificaciones,27/02/2008,28/02/2008,20082-0002
4640,683070000000000060802800000882,Rectificaciones,08/02/1996,09/02/1996,19962-0002
4641,683070000000000060802800000879,Rectificaciones,01/07/1980,02/07/1980,19807-0001
4642,683070000000000060802800000881,Rectificaciones,03/03/1993,04/03/1993,19933-0001
4643,683070000000000060802800000880,Rectificaciones,15/11/1993,16/11/1993,199311-0002
4644,683070000000000060638000000000,Rectificaciones,15/08/2018,16/08/2018,20188-0002
4645,683070000000000021008000000000,Rectificaciones,26/04/2000,27/04/2000,20004-0001
4646,683070000000000060220000000000,Rectificaciones,22/03/2006,23/03/2006,20063-0001
4647,683070000000000060639000000000,Rectificaciones,09/10/1997,10/10/1997,199710-0002
4648,683070000000000060802800000000,Rectificaciones,13/05/1991,14/05/1991,19915-0002
4649,683070000000000023895000000000,Rectificaciones,29/12/1984,30/12/1984,198412-0001
4650,683070000000000023894000000000,Rectificaciones,04/08/1989,05/08/1989,19898-0001
4651,683070000000000210101000000000,Rectificaciones,11/05/2011,12/05/2011,20115-0002
4652,683070000000000210322000000000,Rectificaciones,08/11/1989,09/11/1989,198911-0002
4653,683070000000000021009000000000,Rectificaciones,08/08/2001,09/08/2001,20018-0001
4654,683070000000000021940000000000,Rectificaciones,27/05/2020,28/05/2020,20205-0001
4655,683070000000000020325000000000,Rectificaciones,22/12/1997,23/12/1997,199712-0002
4656,683070000000000070469000000000,Rectificaciones,08/07/1988,09/07/1988,19887-0002
4657,683070000000000070788000000000,Rectificaciones,21/12/2012,22/12/2012,201212-0001
4658,683070000000000070789000000000,Rectificaciones,25/05/1988,26/05/1988,19885-0001
4659,683070000000000050910000000000,Rectificaciones,10/09/2017,11/09/2017,20179-0002
4660,683070000000000051334000000000,Rectificaciones,20/05/2007,21/05/2007,20075-0002
4661,683070000000000060233000000000,Rectificaciones,21/05/1996,22/05/1996,19965-0001
4662,683070000000000021010000000000,Rectificaciones,17/05/1982,18/05/1982,19825-0001
4663,683070000000000021011000000000,Rectificaciones,26/10/2018,27/10/2018,201810-0002
4664,683070000000000020481000000000,Rectificaciones,17/01/1988,18/01/1988,19881-0002
4665,683070000000000020482000000000,Rectificaciones,06/05/2005,07/05/2005,20055-0001
4666,683070000000000060365000000000,Rectificaciones,10/02/2012,11/02/2012,20122-0001
4667,683070000000000060883000000000,Rectificaciones,22/03/2007,23/03/2007,20073-0002
4668,683070000000000060884000000000,Rectificaciones,13/03/1987,14/03/1987,19873-0002
4669,683070000000000130067000000000,Rectificaciones,11/08/2010,12/08/2010,20108-0001
4670,683070000000000120139000000000,Rectificaciones,07/10/2004,08/10/2004,200410-0001
4671,683070000000000120132000000000,Rectificaciones,10/10/1994,11/10/1994,199410-0002
4672,683070000000000120141000000000,Rectificaciones,17/11/1992,18/11/1992,199211-0002
4673,683070000000000120142000000000,Rectificaciones,22/07/1992,23/07/1992,19927-0001
4674,683070000000000120159000000000,Rectificaciones,04/04/2012,05/04/2012,20124-0001
4675,683070000000000120133000000000,Rectificaciones,22/05/1992,23/05/1992,19925-0002
4676,683070000000000120161000000000,Rectificaciones,15/06/2013,16/06/2013,20136-0002
4677,683070000000000120143000000000,Rectificaciones,24/10/2007,25/10/2007,200710-0001
4678,683070000000000120158000000000,Rectificaciones,26/08/2014,27/08/2014,20148-0001
4679,683070000000000120134000000000,Rectificaciones,05/11/1999,06/11/1999,199911-0002
4680,683070000000000120131000000000,Rectificaciones,02/07/1990,03/07/1990,19907-0002
4681,683070000000000120144000000000,Rectificaciones,13/10/2000,14/10/2000,200010-0001
4682,683070000000000120157000000000,Rectificaciones,06/06/1993,07/06/1993,19936-0001
4683,683070000000000120135000000000,Rectificaciones,13/01/1987,14/01/1987,19871-0002
4684,683070000000000120145000000000,Rectificaciones,12/12/2001,13/12/2001,200112-0002
4685,683070000000000120156000000000,Rectificaciones,08/12/1984,09/12/1984,198412-0001
4686,683070000000000120136000000000,Rectificaciones,04/02/1996,05/02/1996,19962-0001
4687,683070000000000120155000000000,Rectificaciones,17/03/1997,18/03/1997,19973-0002
4688,683070000000000120140000000000,Rectificaciones,12/08/1983,13/08/1983,19838-0002
4689,683070000000000120071000000000,Rectificaciones,11/10/1981,12/10/1981,198110-0001
4690,683070000000000120169000000000,Rectificaciones,20/11/1988,21/11/1988,198811-0001
4691,683070000000000120147000000000,Rectificaciones,16/05/2003,17/05/2003,20035-0002
4692,683070000000000120154000000000,Rectificaciones,16/12/2012,17/12/2012,201212-0002
4693,683070000000000120163000000000,Rectificaciones,15/06/1999,16/06/1999,19996-0001
4694,683070000000000120167000000000,Rectificaciones,28/08/2004,29/08/2004,20048-0001
4695,683070000000000120148000000000,Rectificaciones,10/08/2006,11/08/2006,20068-0002
4696,683070000000000120138000000000,Rectificaciones,23/11/1982,24/11/1982,198211-0002
4697,683070000000000120166000000000,Rectificaciones,09/12/1986,10/12/1986,198612-0001
4698,683070000000000120153000000000,Rectificaciones,14/09/2013,15/09/2013,20139-0001
4699,683070000000000120160000000000,Rectificaciones,28/08/2017,29/08/2017,20178-0002
4700,683070000000000120162000000000,Rectificaciones,30/10/2014,31/10/2014,201410-0002
4701,683070000000000120152000000000,Rectificaciones,29/05/2006,30/05/2006,20065-0001
4702,683070000000000120149000000000,Rectificaciones,24/01/1998,25/01/1998,19981-0001
4703,683070000000000120165000000000,Rectificaciones,01/06/1997,02/06/1997,19976-0002
4704,683070000000000120151000000000,Rectificaciones,18/06/2011,19/06/2011,20116-0002
4705,683070000000000120164000000000,Rectificaciones,26/01/1986,27/01/1986,19861-0001
4706,683070000000000120150000000000,Rectificaciones,22/07/1983,23/07/1983,19837-0001
4707,683070000000000120168000000000,Rectificaciones,15/10/1995,16/10/1995,199510-0002
4708,683070000000000120130000000000,Rectificaciones,26/05/1984,27/05/1984,19845-0002
4709,683070000000000120086000000000,Rectificaciones,01/04/1990,02/04/1990,19904-0001
4710,683070000000000130136000000000,Rectificaciones,12/09/2013,13/09/2013,20139-0001
4711,683070000000000130148000000000,Rectificaciones,08/08/2013,09/08/2013,20138-0002
4712,683070000000000090099000000000,Rectificaciones,21/06/2011,22/06/2011,20116-0002
4713,683070000000000020452000000000,Rectificaciones,20/02/2010,21/02/2010,20102-0001
4714,683070000000000070308000000000,Rectificaciones,14/06/1981,15/06/1981,19816-0001
4715,683070000000000130022000000000,Rectificaciones,30/12/1985,31/12/1985,198512-0002
4716,683070000000000130081000000000,Rectificaciones,03/04/2011,04/04/2011,20114-0002
4717,683070000000000130076000000000,Rectificaciones,28/11/1980,29/11/1980,198011-0001
4718,683070000000000130064000000000,Rectificaciones,05/09/2010,06/09/2010,20109-0001
4719,683070000000000060889000000000,Rectificaciones,14/08/2006,15/08/2006,20068-0002
4720,683070000000000022211000000000,Rectificaciones,17/01/2017,18/01/2017,20171-0002
4721,683070000000000130023000000000,Rectificaciones,02/10/1985,03/10/1985,198510-0001
4722,683070000000000130147000000000,Rectificaciones,29/03/2007,30/03/2007,20073-0001
4723,683070000000000023888000000000,Rectificaciones,25/02/1981,26/02/1981,19812-0002
4724,683070000000000023889000000000,Rectificaciones,08/06/2013,09/06/2013,20136-0002
4725,683070000000000130125000000001,Rectificaciones,04/04/2019,05/04/2019,20194-0001
4726,683070000000000060324000000000,Rectificaciones,21/12/2005,22/12/2005,200512-0001
4727,683070000000000060887000000000,Rectificaciones,27/06/2007,28/06/2007,20076-0002
4728,683070000000000024207000000000,Rectificaciones,28/12/2008,29/12/2008,200812-0002
4729,683070000000000020434000000000,Rectificaciones,13/05/1988,14/05/1988,19885-0001
4730,683070000000000020576000000000,Rectificaciones,10/06/2007,11/06/2007,20076-0001
4731,683070000000000020433000000000,Rectificaciones,26/10/1983,27/10/1983,198310-0002
4732,683070000000000021904000000000,Rectificaciones,07/09/1987,08/09/1987,19879-0002
4733,683070000000000020903000000000,Rectificaciones,01/02/2006,02/02/2006,20062-0001
4734,683070000000000020901000000000,Rectificaciones,01/12/2020,02/12/2020,202012-0001
4735,683070000000000020415000000000,Rectificaciones,14/05/2007,15/05/2007,20075-0002
4736,683070000000000020904000000000,Rectificaciones,21/02/2009,22/02/2009,20092-0002
4737,683070000000000020916000000000,Rectificaciones,13/05/1981,14/05/1981,19815-0001
4738,683070000000000020915000000000,Rectificaciones,04/10/1986,05/10/1986,198610-0001
4739,683070000000000021077000000000,Rectificaciones,04/05/2014,05/05/2014,20145-0002
4740,683070000000000021076000000000,Rectificaciones,05/08/2001,06/08/2001,20018-0002
4741,683070000000000020900000000000,Rectificaciones,05/11/2016,06/11/2016,201611-0001
4742,683070000000000190146000000000,Rectificaciones,03/10/1990,04/10/1990,199010-0001
4743,683070000000000190147000000000,Rectificaciones,22/06/2004,23/06/2004,20046-0002
4744,683070000000000023890000000000,Rectificaciones,21/03/2018,22/03/2018,20183-0002
4745,683070000000000023891000000000,Rectificaciones,28/09/2008,29/09/2008,20089-0001
4746,683070000000000210099000000000,Rectificaciones,01/09/1984,02/09/1984,19849-0001
